Level	NameEN	NameKK	NameRU	Number
2	Borli	Бөрлі 	Борилинский	273600000
2	Terekti	Теректі	Теректынский	276200000
2	Oral SA	Орал ҚӘ	Уральск ГА	271000000
2	Shynghyrlau	Шыңғырлау	Шынгырлауский	276600000
2	Martok	Мәртөк	Мортыкский	154600000
2	Akhtobe 	Ақтөбе ҚӘ	Актобе ГА	151000000
2	Kharghaly	Қарғалы	Каргалынский	154000000
2	Denisov	Денисов	Денисовский	394000000
2	Taran	Таран	Тарановский	396400000
2	Lisakov SA	Лисаков ҚӘ	Лисаковск ГА	392000000
2	Kharabalykh	Қарабалық	Карабалыкский	395000000
2	Fedorov	Федоров	Федоровский	396800000
2	Mendikhara	Меңдіқара	Мендыкаринский	395600000
2	Khostanay	Қостанай	Костанайский	395400000
2	Khostanay SA	Қостанай ҚӘ	Костанай ГА	391000000
2	Uzynkol SA	Ұзынкөл ҚӘ	Узынкольский	396600000
2	Altynsarin	Алтынсарин	Алтынсаринский	393200000
2	Sarykol	Сарыкөл	Сарыкольский	396200000
2	Kharasu	Қарасу	Карасуский	395200000
2	Auliekol	Әулиекөл	Аулиекольский	393600000
2	Zhitikhara	Жітіқара	Житикаринский	394400000
2	Khamysty	Қамысты	Камыстинский	394800000
2	Syrdariya	Сырдария	Сырдариинский	434800000
2	Pavlodar	Павлодар	Павлодарский	556000000
2	Pavlodar SA	Павлодар ҚӘ	Павлодар ГА	551000000
2	Akhsu SA	Ақсу ҚӘ	Аксу ГА	551600000
2	Arkhalykh SA	Арқалық ҚӘ	Аркалык ГА	391600000
2	Algha	Алға	Алгинский	153200000
2	Tole bi	Төле би	Толе Би	615800000
2	Sarkhan	Сарқан	Саркандский	196000000
2	Kharatal	Қаратал	Караталский	195000000
2	Кокозекский с.о.	Кокозекский с.о.	Кокозекский с.о.	636455000
2	Каратуминский с.о.	Каратуминский с.о.	Каратуминский с.о.	636457000
2	Коктальский с.о.	Коктальский с.о.	Коктальский с.о.	636459000
2	Коктерекский с.о.	Коктерекский с.о.	Коктерекский с.о.	636461000
2	Карабутинский с.о.	Карабутинский с.о.	Карабутинский с.о.	636463000
2	Карабулакский с.о.	Карабулакский с.о.	Карабулакский с.о.	636465000
2	Каракольский с.о.	Каракольский с.о.	Каракольский с.о.	636467000
2	Каратальский с.о.	Каратальский с.о.	Каратальский с.о.	636469000
2	Разинский с.о.	Разинский с.о.	Разинский с.о.	636849000
2	Первомайский с.о.	Первомайский с.о.	Первомайский с.о.	636857000
2	Усть-Таловский с.о.	Усть-Таловский с.о.	Усть-Таловский с.о.	636863000
2	Сарыкемерский с.о.	Сарыкемерский с.о.	Сарыкемерский с.о.	313630000
2	с.о.Байтерек	с.о.Байтерек	с.о.Байтерек	313631000
3	Шемонаихинская г.а.	Шемонаихинская г.а.	Шемонаихинская г.а.	636820000
2	Вавилонский с.о.	Вавилонский с.о.	Вавилонский с.о.	636835000
2	Волчанский с.о.	Волчанский с.о.	Волчанский с.о.	636837000
2	Выдрихинский с.о.	Выдрихинский с.о.	Выдрихинский с.о.	636839000
2	Верх-Убинский с.о.	Верх-Убинский с.о.	Верх-Убинский с.о.	636841000
2	Зевакинский с.о.	Зевакинский с.о.	Зевакинский с.о.	636843000
2	Каменевский с.о.	Каменевский с.о.	Каменевский с.о.	636845000
2	Октябрьский с.о.	Октябрьский с.о.	Октябрьский с.о.	636847000
2	Костюбинский с.о.	Костюбинский с.о.	Костюбинский с.о.	313645000
2	Мырзатайский с.о.	Мырзатайский с.о.	Мырзатайский с.о.	313646000
2	Суханбаевский с.о.	Суханбаевский с.о.	Суханбаевский с.о.	313647000
2	Сазтерекский с.о.	Сазтерекский с.о.	Сазтерекский с.о.	313648000
2	Темирбекский с.о.	Темирбекский с.о.	Темирбекский с.о.	313649000
2	Туймекентский с.о.	Туймекентский с.о.	Туймекентский с.о.	313653000
2	Ульгулинский с.о.	Ульгулинский с.о.	Ульгулинский с.о.	313657000
2	Ынтымакский с.о.	Ынтымакский с.о.	Ынтымакский с.о.	313663000
2	Ботамойнакский с.о.	Ботамойнакский с.о.	Ботамойнакский с.о.	313633000
2	Бурылский с.о.	Бурылский с.о.	Бурылский с.о.	313635000
2	Диханский с.о.	Диханский с.о.	Диханский с.о.	313637000
2	Жалгызтобинский с.о.	Жалгызтобинский с.о.	Жалгызтобинский с.о.	313639000
2	Жанатурмысский с.о.	Жанатурмысский с.о.	Жанатурмысский с.о.	313641000
2	Коптерекский с.о.	Коптерекский с.о.	Коптерекский с.о.	313642000
2	Кызылжулдызский с.о.	Кызылжулдызский с.о.	Кызылжулдызский с.о.	313643000
2	Кокталский с.о.	Кокталский с.о.	Кокталский с.о.	313644000
2	Ерназарский с.о.	Ерназарский с.о.	Ерназарский с.о.	314042000
2	Жамбылский с.о.	Жамбылский с.о.	Жамбылский с.о.	314043000
2	Колькайнарский с.о.	Колькайнарский с.о.	Колькайнарский с.о.	314045000
2	Каракемерский с.о.	Каракемерский с.о.	Каракемерский с.о.	314046000
2	Караойский с.о.	Караойский с.о.	Караойский с.о.	314047000
2	Кызылкайнарский с.о.	Кызылкайнарский с.о.	Кызылкайнарский с.о.	314048000
2	Орнекский с.о.	Орнекский с.о.	Орнекский с.о.	314049000
2	Каратобинский с.о.	Каратобинский с.о.	Каратобинский с.о.	314051000
2	Асинский с.о.	Асинский с.о.	Асинский с.о.	314030000
2	Айшабибинский с.о.	Айшабибинский с.о.	Айшабибинский с.о.	314033000
2	Акбастауский с.о.	Акбастауский с.о.	Акбастауский с.о.	314034000
2	Акбулымский с.о.	Акбулымский с.о.	Акбулымский с.о.	314035000
2	Бесагашский с.о.	Бесагашский с.о.	Бесагашский с.о.	314037000
2	Гродековский с.о.	Гродековский с.о.	Гродековский с.о.	314039000
2	Полаткошинский с.о.	Полаткошинский с.о.	Полаткошинский с.о.	314041000
2	Нурлыкент с.о.	Нурлыкент с.о.	Нурлыкент с.о.	314243000
2	Жетитобинский с.о.	Жетитобинский с.о.	Жетитобинский с.о.	314245000
2	Кокбастауский с.о.	Кокбастауский с.о.	Кокбастауский с.о.	314247000
2	Куренбельский с.о.	Куренбельский с.о.	Куренбельский с.о.	314249000
2	Карасазский с.о.	Карасазский с.о.	Карасазский с.о.	314253000
2	Кошкаратинский с.о.	Кошкаратинский с.о.	Кошкаратинский с.о.	314254000
2	Шакпакский с.о.	Шакпакский с.о.	Шакпакский с.о.	314255000
2	Кызыларыкский с.о.	Кызыларыкский с.о.	Кызыларыкский с.о.	314257000
2	Пионерский с.о.	Пионерский с.о.	Пионерский с.о.	314061000
2	Тогызтарауский с.о.	Тогызтарауский с.о.	Тогызтарауский с.о.	314065000
2	Б.Момышулы с.о.	Б.Момышулы с.о.	Б.Момышулы с.о.	314230000
2	Аксайский с.о.	Аксайский с.о.	Аксайский с.о.	314233000
2	Актюбинский с.о.	Актюбинский с.о.	Актюбинский с.о.	314235000
2	Биликольский с.о.	Биликольский с.о.	Биликольский с.о.	314237000
2	Боралдайский с.о.	Боралдайский с.о.	Боралдайский с.о.	314239000
2	Какпатасский с.о.	Какпатасский с.о.	Какпатасский с.о.	314838000
2	Каракемерский с.о.	Каракемерский с.о.	Каракемерский с.о.	314839000
2	Карасайский с.о.	Карасайский с.о.	Карасайский с.о.	314841000
2	Карасуский с.о.	Карасуский с.о.	Карасуский с.о.	314843000
2	Касыкский с.о.	Касыкский с.о.	Касыкский с.о.	314845000
2	Масанчинский с.о.	Масанчинский с.о.	Масанчинский с.о.	314847000
2	Hогайбайский с.о.	Hогайбайский с.о.	Hогайбайский с.о.	314849000
2	Отарский с.о.	Отарский с.о.	Отарский с.о.	314851000
2	Мынбулакский с.о.	Мынбулакский с.о.	Мынбулакский с.о.	314263000
2	Кордайский с.о.	Кордайский с.о.	Кордайский с.о.	314830000
2	Алгинский с.о.	Алгинский с.о.	Алгинский с.о.	314832000
2	Аухаттинский с.о.	Аухаттинский с.о.	Аухаттинский с.о.	314833000
2	Беткайнарский с.о.	Беткайнарский с.о.	Беткайнарский с.о.	314835000
2	Жамбылский с.о.	Жамбылский с.о.	Жамбылский с.о.	314836000
2	Кененский с.о.	Кененский с.о.	Кененский с.о.	314837000
2	Жамбылский с.о.	Жамбылский с.о.	Жамбылский с.о.	315433000
2	Жанатоганский с.о.	Жанатоганский с.о.	Жанатоганский с.о.	315435000
2	Кенесский с.о.	Кенесский с.о.	Кенесский с.о.	315437000
2	с.о.Андас батыра	с.о.Андас батыра	с.о.Андас батыра	315441000
2	Ойталский с.о	Ойталский с.о	Ойталский с.о	315443000
2	Т.Рыскуловский с.о.	Т.Рыскуловский с.о.	Т.Рыскуловский с.о.	315444000
2	Сарымолдаевский с.о.	Сарымолдаевский с.о.	Сарымолдаевский с.о.	315445000
2	Суратский с.о.	Суратский с.о.	Суратский с.о.	315446000
2	Сарыбулакский с.о.	Сарыбулакский с.о.	Сарыбулакский с.о.	314853000
2	Сортобинский с.о.	Сортобинский с.о.	Сортобинский с.о.	314854000
2	Степновский с.о.	Степновский с.о.	Степновский с.о.	314855000
2	Сулуторский с.о.	Сулуторский с.о.	Сулуторский с.о.	314856000
2	Улкенсулуторский с.о.	Улкенсулуторский с.о.	Улкенсулуторский с.о.	314857000
2	Меркенский с.о.	Меркенский с.о.	Меркенский с.о.	315430000
2	Акерменский с.о.	Акерменский с.о.	Акерменский с.о.	315431000
2	Актоганский с.о.	Актоганский с.о.	Актоганский с.о.	315432000
2	Акбакайская с.а.	Акбакайская с.а.	Акбакайская с.а.	315632000
2	Аксуекская с.а.	Аксуекская с.а.	Аксуекская с.а.	315633000
2	Биназарский с.о.	Биназарский с.о.	Биназарский с.о.	315634000
2	Бирликский с.о.	Бирликский с.о.	Бирликский с.о.	315635000
2	Жамбылский с.о.	Жамбылский с.о.	Жамбылский с.о.	315636000
2	Карабогетский с.о.	Карабогетский с.о.	Карабогетский с.о.	315637000
2	Кенесский с.о.	Кенесский с.о.	Кенесский с.о.	315638000
2	Кызылталский с.о.	Кызылталский с.о.	Кызылталский с.о.	315639000
2	Таттинский с.о.	Таттинский с.о.	Таттинский с.о.	315447000
2	Акаралский с.о.	Акаралский с.о.	Акаралский с.о.	315451000
2	Аспаринский с.о.	Аспаринский с.о.	Аспаринский с.о.	315453000
2	Мойынкумский с.о.	Мойынкумский с.о.	Мойынкумский с.о.	315630000
2	Абайский с.о.	Абайский с.о.	Абайский с.о.	315031000
2	Акыртобинский с.о.	Акыртобинский с.о.	Акыртобинский с.о.	315033000
2	Жанатурмысский с.о.	Жанатурмысский с.о.	Жанатурмысский с.о.	315034000
2	Каракыстакский с.о.	Каракыстакский с.о.	Каракыстакский с.о.	315035000
2	Кокдоненский с.о.	Кокдоненский с.о.	Кокдоненский с.о.	315036000
2	Корагатинский с.о.	Корагатинский с.о.	Корагатинский с.о.	315037000
2	Когершинский с.о.	Когершинский с.о.	Когершинский с.о.	315039000
2	Кайындинский с.о.	Кайындинский с.о.	Кайындинский с.о.	315040000
2	Кылышбайский с.о.	Кылышбайский с.о.	Кылышбайский с.о.	315640000
2	Мирненская с.а.	Мирненская с.а.	Мирненская с.а.	315641000
2	Кызылотауский с.о.	Кызылотауский с.о.	Кызылотауский с.о.	315643000
2	Мынаралский с.о.	Мынаралский с.о.	Мынаралский с.о.	315645000
2	Уланбелский с.о.	Уланбелский с.о.	Уланбелский с.о.	315647000
2	Хантауский с.о.	Хантауский с.о.	Хантауский с.о.	315649000
2	Чиганакский с.о.	Чиганакский с.о.	Чиганакский с.о.	315651000
2	Куланский с.о.	Куланский с.о.	Куланский с.о.	315030000
2	Жайылминский с.о.	Жайылминский с.о.	Жайылминский с.о.	316035000
2	Жанаталапский с.о.	Жанаталапский с.о.	Жанаталапский с.о.	316036000
2	Жанаарыкский с.о.	Жанаарыкский с.о.	Жанаарыкский с.о.	316037000
2	�?гликский с.о.	�?гликский с.о.	�?гликский с.о.	316038000
2	Камкалинский с.о.	Камкалинский с.о.	Камкалинский с.о.	316039000
2	Туркестанский с.о.	Туркестанский с.о.	Туркестанский с.о.	316041000
2	Тогызкентский с.о.	Тогызкентский с.о.	Тогызкентский с.о.	316043000
2	Досболский с.о.	Досболский с.о.	Досболский с.о.	316047000
2	Кумарыкский с.о.	Кумарыкский с.о.	Кумарыкский с.о.	315041000
2	Акбулакский с.о.	Акбулакский с.о.	Акбулакский с.о.	315042000
2	Луговской с.о.	Луговской с.о.	Луговской с.о.	315043000
2	Новосельский с.о.	Новосельский с.о.	Новосельский с.о.	315045000
2	Орнекский с.о.	Орнекский с.о.	Орнекский с.о.	315051000
2	Теренозекский с.о.	Теренозекский с.о.	Теренозекский с.о.	315055000
2	Байкадамский с.о.	Байкадамский с.о.	Байкадамский с.о.	316033000
2	Ойыкский с.о.	Ойыкский с.о.	Ойыкский с.о.	316243000
2	Тамдинский с.о.	Тамдинский с.о.	Тамдинский с.о.	316245000
2	Ушаралский с.о.	Ушаралский с.о.	Ушаралский с.о.	316247000
2	Бостандыкский с.о.	Бостандыкский с.о.	Бостандыкский с.о.	316249000
2	Шакировский с.о.	Шакировский с.о.	Шакировский с.о.	316259000
1	г.Тараз	г.Тараз	г.Тараз	311010000
2	Аккольский с.о.	Аккольский с.о.	Аккольский с.о.	316231000
2	Аккумский с.о.	Аккумский с.о.	Аккумский с.о.	316232000
2	с.о. Бериккара	с.о. Бериккара	с.о. Бериккара	316235000
2	Кенесский с.о.	Кенесский с.о.	Кенесский с.о.	316237000
2	Кокталский с.о.	Кокталский с.о.	Кокталский с.о.	316238000
2	Каратауский с.о.	Каратауский с.о.	Каратауский с.о.	316239000
2	Каскабулакский с.о.	Каскабулакский с.о.	Каскабулакский с.о.	316240000
2	Кызылаутский с.о.	Кызылаутский с.о.	Кызылаутский с.о.	316241000
2	Ескишуский с.о.	Ескишуский с.о.	Ескишуский с.о.	316637000
2	Жанажолский с.о.	Жанажолский с.о.	Жанажолский с.о.	316638000
2	Жанакогамский с.о.	Жанакогамский с.о.	Жанакогамский с.о.	316639000
2	Балуан Шолакский с.о.	Балуан Шолакский с.о.	Балуан Шолакский с.о.	316640000
2	Шокпарский с.о.	Шокпарский с.о.	Шокпарский с.о.	316641000
2	Коккайнарский с.о.	Коккайнарский с.о.	Коккайнарский с.о.	316643000
2	Корагатинский с.о.	Корагатинский с.о.	Корагатинский с.о.	316645000
2	с.о.Динмухамеда Кунаева	с.о.Динмухамеда Кунаева	с.о.Динмухамеда Кунаева	316647000
3	Шуская г.а.	Шуская г.а.	Шуская г.а.	316621000
2	Толебийский с.о.	Толебийский с.о.	Толебийский с.о.	316630000
2	Алгинский с.о.	Алгинский с.о.	Алгинский с.о.	316631000
2	Бирликский с.о.	Бирликский с.о.	Бирликский с.о.	316632000
2	Далакайнарский с.о.	Далакайнарский с.о.	Далакайнарский с.о.	316633000
2	Аксуский с.о.	Аксуский с.о.	Аксуский с.о.	316634000
2	Дулатский с.о.	Дулатский с.о.	Дулатский с.о.	316635000
2	Бирликустемский с.о.	Бирликустемский с.о.	Бирликустемский с.о.	316636000
2	Базартобинский с.о.	Базартобинский с.о.	Базартобинский с.о.	273243000
2	Базаршоланский с.о.	Базаршоланский с.о.	Базаршоланский с.о.	273245000
2	Бударинский с.о.	Бударинский с.о.	Бударинский с.о.	273247000
2	Есенсайский с.о.	Есенсайский с.о.	Есенсайский с.о.	273249000
2	Жамбылский с.о.	Жамбылский с.о.	Жамбылский с.о.	273255000
2	Жанабулакский с.о.	Жанабулакский с.о.	Жанабулакский с.о.	273257000
2	Кабыршактинский с.о.	Кабыршактинский с.о.	Кабыршактинский с.о.	273259000
2	Карауылтобинский с.о.	Карауылтобинский с.о.	Карауылтобинский с.о.	273263000
2	Ондирисский с.о.	Ондирисский с.о.	Ондирисский с.о.	316649000
2	Тасоткелский с.о.	Тасоткелский с.о.	Тасоткелский с.о.	316651000
2	Актюбинский с.о.	Актюбинский с.о.	Актюбинский с.о.	316655000
2	Чапаевский с.о.	Чапаевский с.о.	Чапаевский с.о.	273230000
2	Акжолский с.о.	Акжолский с.о.	Акжолский с.о.	273233000
2	Аксуатский с.о	Аксуатский с.о	Аксуатский с.о	273235000
2	Алгабасский с.о.	Алгабасский с.о.	Алгабасский с.о.	273237000
2	Алмалинский с.о.	Алмалинский с.о.	Алмалинский с.о.	273239000
2	Уялинский с.о.	Уялинский с.о.	Уялинский с.о.	275435000
2	с.о.им.Темира Масина	с.о.им.Темира Масина	с.о.им.Темира Масина	275437000
2	Муратсайский с.о.	Муратсайский с.о.	Муратсайский с.о.	275439000
2	Ординский с.о.	Ординский с.о.	Ординский с.о.	275443000
2	Саралжинский с.о.	Саралжинский с.о.	Саралжинский с.о.	275447000
3	Аксайская г.а.	Аксайская г.а.	Аксайская г.а.	273620000
2	Акбулакский с.о.	Акбулакский с.о.	Акбулакский с.о.	273633000
2	Аксуский с.о.	Аксуский с.о.	Аксуский с.о.	273635000
2	Конеккеткенский с.о.	Конеккеткенский с.о.	Конеккеткенский с.о.	273264000
2	Курайлысайский с.о.	Курайлысайский с.о.	Курайлысайский с.о.	273265000
2	Мергеневский с.о.	Мергеневский с.о.	Мергеневский с.о.	273267000
2	Сарытогайский с.о.	Сарытогайский с.о.	Сарытогайский с.о.	273269000
2	Тайпакский с.о.	Тайпакский с.о.	Тайпакский с.о.	273273000
2	Сайхинский с.о.	Сайхинский с.о.	Сайхинский с.о.	275430000
2	Бисенский с.о.	Бисенский с.о.	Бисенский с.о.	275433000
2	Приуральный с.о.	Приуральный с.о.	Приуральный с.о.	273657000
2	Пугачевский с.о.	Пугачевский с.о.	Пугачевский с.о.	273659000
2	Каракудукский с.о.	Каракудукский с.о.	Каракудукский с.о.	273663000
2	Успенский с.о.	Успенский с.о.	Успенский с.о.	273667000
2	Жанакалинский с.о.	Жанакалинский с.о.	Жанакалинский с.о.	274030000
2	Бирликский с.о.	Бирликский с.о.	Бирликский с.о.	274033000
2	Алексадровский с.о.	Алексадровский с.о.	Алексадровский с.о.	273637000
2	Березовский с.о.	Березовский с.о.	Березовский с.о.	273639000
2	Бурлинский с.о.	Бурлинский с.о.	Бурлинский с.о.	273643000
2	Бумакольский с.о.	Бумакольский с.о.	Бумакольский с.о.	273645000
2	Григорьевский с.о.	Григорьевский с.о.	Григорьевский с.о.	273647000
